text,date,vacancy,company,city,country,experience,employment,schedule,salary_from,salary_to,currency,skills,responsibilities,requirements,experience level,uid,position
"#вакансия #удаленно #fulltime #middle #QA #AQA

**AQA Engineer**
Компания: 💻 **CODEX**
Оплата: **от 130.000-180.000 на руки**
Грейд: **Middle**
Локация: **РФ**
Требуемый опыт работы: **от 3 лет**
Занятость: **Полная занятость, полный день**
Формат: **удаленная работа**

**📋Задачи:**
— Ведение тестовой документации;
— Проработка требования совместно с командой аналитиков и командой разработки для биржи;
— Коммуникация с разработчиками, помощь в локализации дефектов;
— Функциональное и нагрузочное тестирование биржевой платформы;
— Автоматизация процесса тестирования.

**✔️ Требования**:
— Опыт интеграционного тестирования или взаимодействия с API;
— Опыт нагрузочного тестирования;
— Опыт работы с unix/linux
— Опыт написания Python, bash скриптов от 1 года

➕ **Будет плюсом:**
— Знание специфики биржевых платформ и финансовых инструментов;
— Знание ansible, terraform

**🙋Условия:**
Официальное трудоустройство;
Конкурентная заработная плата и возможность карьерного роста;
Гибкий график работы и комфортные условия труда;
Возможность участия в интересных проектах и обучения новым технологиям.
**
💬Контакт: **@nikita_recr",2025-06-03T10:48:12+00:00,AQA Engineer,CODEX,,РФ,от 3 лет,Полная занятость,полный день,130000.0,180000.0,руб,"['интеграционное тестирование', 'API', 'нагрузочное тестирование', 'unix/linux', 'Python', 'bash скрипты', 'ansible', 'terraform']","['Ведение тестовой документации', 'Проработка требований совместно с командой аналитиков и командой разработки для биржи', 'Коммуникация с разработчиками, помощь в локализации дефектов', 'Функциональное и нагрузочное тестирование биржевой платформы', 'Автоматизация процесса тестирования']","['Опыт интеграционного тестирования или взаимодействия с API', 'Опыт нагрузочного тестирования', 'Опыт работы с unix/linux', 'Опыт написания Python, bash скриптов от 1 года']",Middle,2025-06-03T10:48:12+00:00_423,Тестировщик
"#вакансия #ГородМосква #QA #auto 

🖇Должность -  QA Automation engineer, Middle 
🖇Компания - Devquality

⚠️Требования:
Гражданство и локация только РФ 
❗️Обязательно ❗️Опыт работы с Vanessa Automation❗️
❗️Обязательно ❗️Опыт работы в качестве специалиста тестирования систем на платформе 1С v8.x от 1 года❗️

Знание метаданных 1С и их свойства
Умение запускать 1С в режиме отладки и диагностировать возможное ошибки
Опыт написания тест кейсов 1С
Опыт работы с Git, Jenkins
Владение консолью запросов
Знание предметной области регламентированного учета БУ/НУ
Знание типовых конфигураций 1С: БП 3.0, 1С ДО""

☑️Краткое описание проекта:
Работы по разработке, модификации и оказанию услуг по адаптации и техническому (программному) сопровождению разрабатываемых, модифицируемых, адаптируемых информационных систем на платформе «1С: Предприятие 8»

📎Условия:
Удалённая работа.
Вилка до 180к рублей на руки. 

🔍Немного о нас: 
 Мы работаем в сфере тестирования уже более 8 лет, в портфолио нашей компании большое количество партнеров, для которых мы обеспечиваем высокое качество своей работы.
📝 @OlegHolodov88",2025-06-03T10:15:30+00:00,"QA Automation engineer, Middle",Devquality,Москва,РФ,от 1 года,полная занятость,удаленная работа,,180000.0,рублей,"['Vanessa Automation', '1С v8.x', 'метаданные 1С', 'режим отладки 1С', 'тест кейсы 1С', 'Git', 'Jenkins', 'консоль запросов', 'регламентированный учет БУ/НУ', '1С: БП 3.0', '1С ДО']","['Работы по разработке, модификации и оказанию услуг по адаптации и техническому (программному) сопровождению разрабатываемых, модифицируемых, адаптируемых информационных систем на платформе «1С: Предприятие 8»']","['Гражданство и локация только РФ', 'Опыт работы с Vanessa Automation', 'Опыт работы в качестве специалиста тестирования систем на платформе 1С v8.x от 1 года', 'Знание метаданных 1С и их свойства', 'Умение запускать 1С в режиме отладки и диагностировать возможные ошибки', 'Опыт написания тест кейсов 1С', 'Опыт работы с Git, Jenkins', 'Владение консолью запросов', 'Знание предметной области регламентированного учета БУ/НУ', 'Знание типовых конфигураций 1С: БП 3.0, 1С ДО']",Middle,2025-06-03T10:15:30+00:00_424,Тестировщик
"#вакансия #тестировщик #qaинженер #qaengineer #fulltime #remote #удаленка #middle 

Компания **Centicore**💙  находится в поисках **QA AUTO (стек JAVA)**. Наша компания занимается продуктовой разработкой проектов наших Заказчиков под ключ. 

**Вакансия: QA AUTO (стек JAVA MOBILE+WEB)**
**Компания: **Крупный коммерческий банк
**Формат работы: **удаленный (РФ, РБ)
**Вилка: 250-280к **на руки (в зависимости от опыта и пожеланий кандидата)
**Направление** : 50 веб/50 мобайл 
**Фронт/бек** : 50 на 50 
**Авто/ручка** : 50 на 50

❤️**Коллеги, прошу обратить внимание, что мобилка обязательна в опыте, так же на JAVA. Если у вас только WEB - подберем другой проект**


🔷**Условия: **

- Удаленный формат работы в IT аккредитованной компании;
- Длительный проект;
- Оплачиваемый отпуск 28 календарных дней в год и оплачиваемые больничные;
- Предоставление техники (MAC,Windows)
- ДМС;
- Компенсация хобби/спортзала/англ.яз.;
- Индексация/пересмотр ЗП;
- Компенсация проф.обучения;
- Возможность участия во внутренних программах компании и активностях, например: в реферальной программе «приведи друга»;
- Услуги корпоративного психолога.

**🔷Ожидания: **
• Опыт работы функциональным/авто тестировщиком на уровне** не ниже middle (от 3-ех лет)**
- Автотесты на JAVA
 – Опыт работы с Rest API;  
– Опыт работы с sql/nosql БД на уровне сложных запросов и выгрузок (join, View etc.);  
– Опыт покрытия новых функциональностей при помощи инструментов автоестирования (java);  
– Опыт работы с интеграционным тестированием;  
– Опыт работы с CI/CD (Jenkins, GitlabCI);  
– Опыт работы с брокерами сообщений (Kafka, RabbitMQ, аналоги;  
– Опыт работы с Мок-сервисами (Wiremock или аналоги);  
– Опыт написания библиотек и инструментов для автоматизации тестирования.;  
– Опыт применения процессов и методологий разработки программного обеспечения;  
– Опыт применения инструментов и технологий разработки ПО;  
– Опыт работы с системами на микросервисной архитектуре (Spring Cloud, Kubernetes, Openshift или аналоги);  
– Опыт развертывания инфраструктуры;  
– Опыт работы с системами Cache (Redis, Hazelcast).
-- Опыт работы с инструментами:Docker, Jenkins, K8s, SOAP UI, Postman, Jira, Confluence, Git, IntelliJ IDEA, Bitbucket, Docker Compose.


💌Для вопросов и резюме - просьба обращаться в лс @ktvsk_d",2025-06-03T09:10:20+00:00,QA AUTO (стек JAVA MOBILE+WEB),Крупный коммерческий банк,,"РФ, РБ",от 3-ех лет,полная занятость,удаленный,250000.0,280000.0,руб,"['Java', 'Rest API', 'SQL/NoSQL БД', 'CI/CD (Jenkins, GitlabCI)', 'Kafka, RabbitMQ', 'Wiremock', 'Spring Cloud, Kubernetes, Openshift', 'Docker, Jenkins, K8s, SOAP UI, Postman, Jira, Confluence, Git, IntelliJ IDEA, Bitbucket, Docker Compose']","['Покрытие новых функциональностей при помощи инструментов автоестирования (java)', 'Интеграционное тестирование', 'Работа с брокерами сообщений (Kafka, RabbitMQ, аналоги)', 'Работа с Мок-сервисами (Wiremock или аналоги)', 'Написание библиотек и инструментов для автоматизации тестирования', 'Применение процессов и методологий разработки программного обеспечения', 'Применение инструментов и технологий разработки ПО', 'Работа с системами на микросервисной архитектуре (Spring Cloud, Kubernetes, Openshift или аналоги)', 'Развертывание инфраструктуры', 'Работа с системами Cache (Redis, Hazelcast)']","['Опыт работы функциональным/авто тестировщиком на уровне не ниже middle (от 3-ех лет)', 'Автотесты на JAVA', 'Опыт работы с Rest API', 'Опыт работы с sql/nosql БД на уровне сложных запросов и выгрузок (join, View etc.)', 'Опыт покрытия новых функциональностей при помощи инструментов автоестирования (java)', 'Опыт работы с интеграционным тестированием', 'Опыт работы с CI/CD (Jenkins, GitlabCI)', 'Опыт работы с брокерами сообщений (Kafka, RabbitMQ, аналоги)', 'Опыт работы с Мок-сервисами (Wiremock или аналоги)', 'Опыт написания библиотек и инструментов для автоматизации тестирования', 'Опыт применения процессов и методологий разработки программного обеспечения', 'Опыт применения инструментов и технологий разработки ПО', 'Опыт работы с системами на микросервисной архитектуре (Spring Cloud, Kubernetes, Openshift или аналоги)', 'Опыт развертывания инфраструктуры', 'Опыт работы с системами Cache (Redis, Hazelcast)', 'Опыт работы с инструментами:Docker, Jenkins, K8s, SOAP UI, Postman, Jira, Confluence, Git, IntelliJ IDEA, Bitbucket, Docker Compose']",middle,2025-06-03T09:10:20+00:00_425,Тестировщик
"#вакансия #тестировщик #инженерпотестированию #QAEngineer
Вакансия: QA Engineer
Компания: Bell Integrator;
Уровень зп: 120k net.
Занятость: #полная занятость;
Формат: #Москва (офис)

BELL INTEGRATOR – крупный системный интегратор страны. Мы являемся аккредитованной ИТ– компанией.
На текущий момент с нами работает более 2500 высококлассных аналитиков, руководителей проектов, разработчиков, тестировщиков и специалистов по сопровождению крупных информационных систем. Bell Integrator активно реализует проекты по всей России, среди наших заказчиков – ведущие системообразующие финансовые, телеком и ритейл компании страны.
Центральный офис Bell Integrator расположен в Москве, представительства – в Нижнем Новгороде, Пензе, Саратове, Уфе, Минске (Беларусь).
Мы обладаем одной из самых больших баз корпоративных клиентов и предпринимателей в стране. Наш кластер занимается разработкой лучших сервисов для корпоративных клиентов, разрабатываем аналитические сервисы для управления и развития бизнеса.

⚠️Требования: Москва (офис)

Проект: Управление R&D электроники усиливает команду тестирования и ищет QA-инженера. 
Команда HWFWQA занимается тестированием платформы для различных продуктов на базе Linux/Android

- Опыт работы в области тестирования устройств на базе устройств Linux/Android  не менее 2 лет
- Умение использовать различные инструменты и интерфейсы диагностики, например: Tcp-dump, Wireshark, Btmon, iperf, SDR radio, UART, USB, Wpa_Cli,BT_Ctl, top,ps,dumpsys,btmanager
- Понимание стандартов IEEE 802.15.4, 802.11 включая физический и канальный уровень
- Знания в области развёртывания и эксплуатации WiFi сетей, умение анализировать логи dmesg/logcat и находить ошибки.
- Опыт разработки методик и проведения функциональных тестов, cтресс тестов, тестирование производительности беспроводных интерфейсов на устройствах Linux/Android
- Опыт работы с Aудио/Видео кодеками
- Опыт работы в JIRA, Wiki или другой баг-трекинговой системе


Условия:

Официальное трудоустройство; оплата больничного, отпуск 28 календарных дней;
Возможность карьерного роста;
Возможность участия в интересном проекте;
Опыт работы в команде профессионалов;

ТГ для связи: @anna_femininity",2025-06-03T08:36:48+00:00,QA Engineer,Bell Integrator,Москва,Россия,2 года,полная занятость,,120000.0,,net,"['Linux/Android', 'Tcp-dump', 'Wireshark', 'Btmon', 'iperf', 'SDR radio', 'UART', 'USB', 'Wpa_Cli', 'BT_Ctl', 'top', 'ps', 'dumpsys', 'btmanager', 'IEEE 802.15.4', 'IEEE 802.11', 'WiFi', 'dmesg/logcat', 'JIRA', 'Wiki', 'Aудио/Видео кодеки']",['Тестирование платформы для различных продуктов на базе Linux/Android'],"['Опыт работы в области тестирования устройств на базе Linux/Android не менее 2 лет', 'Умение использовать различные инструменты и интерфейсы диагностики', 'Понимание стандартов IEEE 802.15.4, 802.11 включая физический и канальный уровень', 'Знания в области развёртывания и эксплуатации WiFi сетей', 'Опыт разработки методик и проведения функциональных тестов, стресс тестов, тестирование производительности беспроводных интерфейсов на устройствах Linux/Android', 'Опыт работы с Aудио/Видео кодеками', 'Опыт работы в JIRA, Wiki или другой баг-трекинговой системе']",,2025-06-03T08:36:48+00:00_426,Тестировщик
"Международная аутсорсинговая компания SoftTeco ищет в команду QA manual


✅Location:POLAND
✅Full time 
✅3+ years of experience as QA
✅Experience web testing/ mobile application 
✅English B1+ higher 
✅Polish B1
🫰up to 2500$ gross ( B2B or incubator) 
Contacts: tg @k_yanaD",2025-06-03T08:33:30+00:00,QA manual,SoftTeco,,POLAND,3+ years of experience as QA,Full time,,,2500.0,$,"['web testing', 'mobile application']",,"['English B1+ higher', 'Polish B1']",3+ years,2025-06-03T08:33:30+00:00_427,Тестировщик
"Международная аутсорсинговая компания SofTeco ищет в команду AQA

📍Poland
🖇️Full time
🖇️4 years experience as AQA
🖇️Higher education in IT or related field 
🖇️Knowledge Web UI testing environment:Selenium/Cypress
🖇️ISTQB Basic level
🖇️Polish B1
🖇️English B2
🫰up to 4500$ gross (B2B or incubator)
✉️@k_yanaD",2025-06-03T08:32:55+00:00,AQA,SofTeco,,Poland,4 years,Full time,,,4500.0,$,"['Web UI testing environment: Selenium/Cypress', 'ISTQB Basic level', 'Polish B1', 'English B2']",,['Higher education in IT or related field'],,2025-06-03T08:32:55+00:00_428,Тестировщик
"#вакансия #QA #job #vacancy #работа #qaautomation #удалёнка #senior #тестирование

Компания: IT_One (Аккредитованная аутсорс IT- компания)

Должность: QA Automation
Проект: ритейл
Формат: удаленно
Занятость: полная  
Гражданство РФ / Локация: только РФ!!!

Заработная плата: до 270 000 руб на руки

Обязанности кандидата:
• Вносить доработки в систему автотестов продукта
• Взаимодействовать с системными аналитиками и разработчиками для реализации ФТ
• Проверять качество реализации ФТ в системе

Обязательные требования:
• Опыт разработки автотестов на TypeScript
• Опыт работы с интеграциями через Kafka и Rest
• Опыт работы с реляционными БД, в частности PostgreSQL

💫Что мы предлагаем:
• Работу с передовыми технологиями;
• Стабильную заработную плату;
• Предоставление необходимой техники для работы;
• Официальное трудоустройство согласно ТК РФ;
• Профессиональное обучение, семинары, тренинги, конференции, митапы, корпоративную библиотеку;
• Активную корпоративную жизнь 
• Перспективы профессионального и карьерного роста;
• ДМС и компенсацию изучения английского.

📝Контакт для связи: @Firsusha_118",2025-06-03T07:56:28+00:00,QA Automation,IT_One,,Россия,,полная,удаленно,,270000.0,руб,"['TypeScript', 'Kafka', 'Rest', 'PostgreSQL']","['Вносить доработки в систему автотестов продукта', 'Взаимодействовать с системными аналитиками и разработчиками для реализации ФТ', 'Проверять качество реализации ФТ в системе']","['Опыт разработки автотестов на TypeScript', 'Опыт работы с интеграциями через Kafka и Rest', 'Опыт работы с реляционными БД, в частности PostgreSQL']",senior,2025-06-03T07:56:28+00:00_429,Тестировщик
"#вакансия #vacancy #middle #удаленка #Java #QA #qa_automation #
**      Разыскивается :QA Auto **🔠🅰️🔠🅰️**
      Компания: Selecty 
      График работы:** Удаленка РФ🇷🇺
      **Заработная плата:** от 200 до 390 k gross( зависит от формата оформления)
      **Оформление: **ТК/ИП
      **Пишите:** @NellyLirika

Работа в качестве инженера автоматизированного и ручного тестирования в Agile команде над продуктами Расширенного Банковского Сопровождения.

**WEB тестирование, Backend тестирование - 65/35
ручка 70-80%/авто 20-30%**
**
 ****🌻****Ты нам подходишь если:**

**Опыт в автоматизации на Java 8/11 от 3 лет**
Опыт тестирования API и Backend от 3 лет
Работа с фреймворками Rest Assured + Lombok + Jackson
Опыт работы с MongoDB
Опыт работы с брокерами сообщений
Опыт оптимизации тестовых фреймворков и улучшение его работоспособности.__
__
🌻**Комфортные условия от Selecty:**

—Удаленка;
― Официальное оформление в аккредитованную IT компанию;
― Гибкий график работы, начало рабочего дня (согласуется с руководителем);
― ДМС со стоматологией, начиная с ИС;
― Скидки на изучение иностранных языков от Skyeng: корпоративная скидка 20% на занятия для сотрудника и его родственников;
― Реферальная программа: бонус за рекомендации;
― Скидки на фитнес от Xfit;
― Скидки на кино от КАРО;
― Техника для работы.

**Присоединиться к команде :** 📱 @NellyLirika",2025-06-03T07:51:02+00:00,QA Auto,Selecty,,Россия,от 3 лет,ТК/ИП,удаленка,200000.0,390000.0,RUB,"['Java 8/11', 'Rest Assured', 'Lombok', 'Jackson', 'MongoDB', 'брокеры сообщений']","WEB тестирование, Backend тестирование, оптимизация тестовых фреймворков","Опыт в автоматизации на Java 8/11 от 3 лет, опыт тестирования API и Backend от 3 лет, работа с фреймворками Rest Assured + Lombok + Jackson, опыт работы с MongoDB, опыт работы с брокерами сообщений, опыт оптимизации тестовых фреймворков и улучшение его работоспособности",middle,2025-06-03T07:51:02+00:00_430,Тестировщик
"#Вакансия #1С  #1Стестировщик  #Senior #remote #удаленно #ИП #fulltime #РФ

✅ Компания: Top Selection
✅ Должность: 1С тестировщик
✅ Занятость: fulltime
✅ Грейд:  Senior
✅ Вилка: 260 000 - 300 000 руб
✅ Формат: удаленно
✅ Оформление: ИП
✅ Локация специалиста: РФ

**Требования:**
●Знание метаданных 1С и их свойства;
●Умение запускать 1С в режиме отладки и диагностировать возможное ошибки;
●Опыт написания тест кейсов 1С;
●Опыт работы в качестве специалиста тестирования систем на платформе 1С v8.x от 1 года;
●Опыт работы с Vanessa Automation.

Задачи: 
●Работы по разработке, модификации и оказанию услуг по адаптации и техническому (программному) сопровождению разрабатываемых, модифицируемых, адаптируемых информационных систем на платформе «1С: Предприятие 8»

**@ansharkunova**** - отвечу на ваши вопросы и расскажу подробнее о вакансии**",2025-06-02T15:11:28+00:00,1С тестировщик,Top Selection,,РФ,от 1 года,fulltime,удаленно,260000.0,300000.0,руб,"['1С', 'Vanessa Automation']","['Работы по разработке, модификации и оказанию услуг по адаптации и техническому (программному) сопровождению разрабатываемых, модифицируемых, адаптируемых информационных систем на платформе «1С: Предприятие 8»']","['Знание метаданных 1С и их свойства', 'Умение запускать 1С в режиме отладки и диагностировать возможное ошибки', 'Опыт написания тест кейсов 1С', 'Опыт работы в качестве специалиста тестирования систем на платформе 1С v8.x от 1 года', 'Опыт работы с Vanessa Automation']",Senior,2025-06-02T15:11:28+00:00_431,Тестировщик
"#вакансия #работа #удаленно #QA #Manual #Auto #AQA #Middle #web #fintech #Россия #РФ #РБ #Белоруссия #fullstack

👾**Middle QA fullstack (web)     **                                                                                                                                                                                            Компания: IT Monsters                                                                                                                                                                                                          ЗП: 100к -150к на руки                                                                                                                                                                                                                                                     Проект: Финтех                                                                                                                                                                                                                                           Удаленная работа, полная занятость 
                                                                                                                                                 🫥**Обязательные навыки**
Опыт работы от 2-х лет в роли QA;
Работа с бд (MySQL,PostgreSQL);                                                                                                                                                                                     SQL: join  и более сложные запросы;                                                                                                                                                                  Уметь работать с документацией и без. Писать тест-кейсы;                                                                                                                                                                 
**Умение читать код.** Предпочтительно PHP;                                                                                                                                                                                                                                                                                                                                 Опыт тестирования бэка 70/ фронт 30

🧑‍💻**Должностные обязанности**
Контроль качества выполненных задач разработчиков;                                                                                                                                                                  Отслеживание и репорт багов;                                                                                                                                                                  Участие в создании задач.                                                                                                                                                                                           

🍭**Условия:**
- Сильная команда, с которой можно расти;
- Зарплата на уровне рынка и выше;
- Интересные задачи для сервисов с миллионами пользователей;
- Возможность влиять на процесс и результат;
- Удалённая работа;
- Оплата отпускных и больничных;
- Компенсация медицинских услуг;
- Компенсация стоимости абонементов в спорт зал.
- Оформление по ТК РФ, СЗ, ИП.

🧞‍♂️**Контакт:** @CodeVal",2025-06-02T14:42:43+00:00,Middle QA fullstack (web),IT Monsters,,"Россия, Белоруссия",от 2-х лет,полная занятость,удаленная работа,100000.0,150000.0,руб,"['MySQL', 'PostgreSQL', 'SQL', 'PHP']","['Контроль качества выполненных задач разработчиков', 'Отслеживание и репорт багов', 'Участие в создании задач']","['Опыт работы от 2-х лет в роли QA', 'Работа с бд (MySQL,PostgreSQL)', 'SQL: join  и более сложные запросы', 'Уметь работать с документацией и без. Писать тест-кейсы', 'Умение читать код. Предпочтительно PHP', 'Опыт тестирования бэка 70/ фронт 30']",Middle,2025-06-02T14:42:43+00:00_432,Тестировщик
"**QA (junior)**

**Локация:** Удаленно в РФ
**Компания:** Фора-Банк
**Занятость:** Полная
ЗП: от 50000 рублей
                                                                                                          
Оформление: по ТК РФ

🔥**О проекте:**
Проект- приложение для физиков, наращивать функционал нужно+3 года еще точно, плюс рефакторинг команды бекенда, монолит- распиливают на микросервисы в ближайшее время.  Проекты для разработчиков это приложение ДБО ifora для физических лиц или интеграционная микросервисная шина

**Требования:**
- Профильное образование
- Понимание основных принципов функционального тестирования приложений, внимательность, системный подход. 
- Желание развиваться в ИТ направлении.

**Обязанности:**
- Функциональное тестирование банковского мобильного приложения.
- Soapui, postman, test it
- Ручное тестирование, возможен рост в команду автотестировщиков

💬 **Резюме отправлять:** @ithrevgenya",2025-06-02T13:32:49+00:00,QA (junior),Фора-Банк,,РФ,,Полная,Удаленно,50000.0,,рублей,"['Soapui', 'postman', 'test it']","['Функциональное тестирование банковского мобильного приложения', 'Ручное тестирование, возможен рост в команду автотестировщиков']","['Профильное образование', 'Понимание основных принципов функционального тестирования приложений, внимательность, системный подход', 'Желание развиваться в ИТ направлении']",junior,2025-06-02T13:32:49+00:00_433,Тестировщик
"#вакансия #тестировщик #qa #qaengineer #fulltime #junior #middle #mobile

Привет!

**Внимание! Вакансия предполагает офисный формат работы**. (Санкт-Петербург, Брянск, Новосибирск)

Сейчас в поиске** Junior+/ Middle Mobile** **QA Еngineer **(Обязателен опыт в мобильном тестировании)
**
Обязанности:**
Ручное тестирование мобильных приложений (android/iOS).
Тестирование API;
Разработка тест-планов, тест-кейсов;
Документирование багов в баг-трекинговой системе;
Регрессионное и исследовательское тестирование;
Взаимодействие с командой разработки и Project менеджерами.

**Требования:**
Опыт работы в QA от 2 лет;
Знание методик тестирования;
Опыт работы с баг-трекинговыми системами (YouTrack, Jira);
Опыт работы с Fiddler/Charles;
Опыт работы с Postman;
Опыт работы с системами управления тестированием (TestRai)l;
Хорошее понимание работы клиент-серверных приложений;
Базовые знания json, xml (умение ориентироваться, редактировать, менять структуру, по необходимости);
Способность выявлять уязвимые места систем, способность к поиску дефектов;
Аналитический склад ума, логическое мышление, ответственность;
Коммуникативные навыки, самостоятельность в работе, высокая обучаемость.

**Плюсом будет:**
Опыт использования инструментальных средств для автоматизации тестирования;
Навык администрирования СУБД: MS SQL Server, PostgreSQL.

**Мы предлагаем:**
**Работа в одном из офисов компаний (Санкт-Петербург, Брянск, Новосибирск), оборудованного современной техникой**
Гибкое начало рабочего дня
Отсутствие бюрократии, вопросы решаются оперативно, без многочисленных согласований
Действительно крутую команду высококвалифицированных специалистов (TeamLead, Tech lead, Project Manager), к которым всегда можно обратиться за помощью
Возможность поработать на крупных проектах
Мы заинтересованы в развитии своих сотрудников, поэтому готовы привлекать наставников и оплачивать курсы по повышению квалификации
Большое количество задач, которые дают возможности для материального и профессионального роста
Лист нетрудоспособности и отпускные оплачиваются в 100% размере
Индексация заработной платы раз в год по результатам работы

* есть тестовое задание

зп до 130 000 р
ITStar Agency

резюме высылать с пометкой QA Mobile - @Anya_Recruiter",2025-06-02T13:30:09+00:00,Junior+/ Middle Mobile QA Engineer,ITStar Agency,"['Санкт-Петербург', 'Брянск', 'Новосибирск']",Россия,от 2 лет,полная занятость,офисный формат работы,,130000.0,р,"['ручное тестирование мобильных приложений (android/iOS)', 'тестирование API', 'разработка тест-планов, тест-кейсов', 'документирование багов в баг-трекинговой системе', 'регрессионное и исследовательское тестирование', 'баг-трекинговые системы (YouTrack, Jira)', 'Fiddler/Charles', 'Postman', 'системы управления тестированием (TestRai)l', 'клиент-серверные приложения', 'json, xml', 'инструментальные средства для автоматизации тестирования', 'администрирование СУБД: MS SQL Server, PostgreSQL']","['ручное тестирование мобильных приложений (android/iOS)', 'тестирование API', 'разработка тест-планов, тест-кейсов', 'документирование багов в баг-трекинговой системе', 'регрессионное и исследовательское тестирование', 'взаимодействие с командой разработки и Project менеджерами']","['опыт работы в QA от 2 лет', 'знание методик тестирования', 'опыт работы с баг-трекинговыми системами (YouTrack, Jira)', 'опыт работы с Fiddler/Charles', 'опыт работы с Postman', 'опыт работы с системами управления тестированием (TestRai)l', 'хорошее понимание работы клиент-серверных приложений', 'базовые знания json, xml', 'способность выявлять уязвимые места систем, способность к поиску дефектов', 'аналитический склад ума, логическое мышление, ответственность', 'коммуникативные навыки, самостоятельность в работе, высокая обучаемость']","['junior', 'middle']",2025-06-02T13:30:09+00:00_434,Тестировщик
"#вакансия #тестировщик #инженерпотестированию #QAEngineer
Вакансия: QA Engineer
Компания: Bell Integrator;
Уровень зп: 130k net.
Занятость: #полная занятость;
Формат: #Москва (гибридный формат, удаленки нет)

BELL INTEGRATOR – крупный системный интегратор страны. Мы являемся аккредитованной ИТ– компанией.
На текущий момент с нами работает более 2500 высококлассных аналитиков, руководителей проектов, разработчиков, тестировщиков и специалистов по сопровождению крупных информационных систем. Bell Integrator активно реализует проекты по всей России, среди наших заказчиков – ведущие системообразующие финансовые, телеком и ритейл компании страны.
Центральный офис Bell Integrator расположен в Москве, представительства – в Нижнем Новгороде, Пензе, Саратове, Уфе, Минске (Беларусь).
Мы обладаем одной из самых больших баз корпоративных клиентов и предпринимателей в стране. Наш кластер занимается разработкой лучших сервисов для корпоративных клиентов, разрабатываем аналитические сервисы для управления и развития бизнеса.

⚠️Требования: Москва (гибрид)

Проект: Новое направление, которое создаёт продукты на основе голосовых и речевых технологий, решения в области биометрии и многое другое.
Команда занимается разработкой навыков Новостей, Журнала и Спорта, используемых на устройствах Сбера и в виртуальном ассистенте.

Опыт от 2х лет
- уверенная работа с тестовой документацией (написание тест-кейсов, их организация, сбор тестовых прогонов)
- опыт тестирования АПИ
- опыт тестирования FrontEnd
- умение читать логи
- опыт работы с Jira, Confluence
- опыт автоматизации или желание развиваться в эту сторону 


Условия:

Официальное трудоустройство; оплата больничного, отпуск 28 календарных дней;
Возможность карьерного роста;
Возможность участия в интересном проекте;
Опыт работы в команде профессионалов;

ТГ для связи: @anna_femininity",2025-06-02T11:35:54+00:00,QA Engineer,Bell Integrator,Москва,Россия,от 2 лет,полная занятость,гибридный формат,130000.0,,RUB,"['тестовая документация', 'написание тест-кейсов', 'организация тест-кейсов', 'сбор тестовых прогонов', 'тестирование API', 'тестирование FrontEnd', 'чтение логов', 'Jira', 'Confluence', 'автоматизация тестирования']",,"['опыт работы от 2 лет', 'уверенная работа с тестовой документацией', 'опыт тестирования API', 'опыт тестирования FrontEnd', 'умение читать логи', 'опыт работы с Jira, Confluence', 'опыт автоматизации или желание развиваться в эту сторону']",средний,2025-06-02T11:35:54+00:00_435,Тестировщик
