text,date,vacancy,company,city,country,experience,employment,schedule,salary_from,salary_to,currency,skills,responsibilities,requirements,experience level,uid,position
"**Middle ML Engineer**

**Локация:** Удалённо 
**Компания:** Sports
**ЗП:** обсуждается на собеседовании
**Занятость:** Полная

Sports – медиа о спорте на русском языке с многомиллионной аудиторией. 

Сейчас мы в поиске ML-инженера, который будет развивать направление машинного обучения и реализовывать весь жизненный цикл ML моделей: от разработки прототипа и его продуктивизации до вывода решения в production.

**Требования:**
🔹Отличное знание Python и его библиотек для работы с данными (Pandas, Polars, Scikit-Learn, CatBoost, PyTorch, Transformers, Faiss).
🔹Навыки работы с Docker, умение оптимизировать Dockerfile и знание основных ресурсов Kubernetes.
🔹Опыт проектирования ML-решений, их развертывания и эксплуатации в  production.
🔹Умение использовать в работе Apache Airflow.
🔹Понимание специфики работы с DL моделями и LLM на GPU (Triton, vLLM).
🔹Умение писать несложные SQL-запросы будет плюсом.
[ 
👉🏻Читать подробнее](https://www.sports.ru/football/blogs/3299127.html)

​​​​​​​​​​​​​💬 **Резюме отправлять:** @k_hrrr

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-21T09:10:09+00:00,Middle ML Engineer,Sports,,,,Полная,Удалённо,,,,"['Python', 'Pandas', 'Polars', 'Scikit-Learn', 'CatBoost', 'PyTorch', 'Transformers', 'Faiss', 'Docker', 'Kubernetes', 'Apache Airflow', 'Triton', 'vLLM', 'SQL']","['Разработка и продуктивизация ML моделей', 'Вывод решений в production']","['Отличное знание Python и его библиотек для работы с данными', 'Навыки работы с Docker и Kubernetes', 'Опыт проектирования ML-решений', 'Умение использовать Apache Airflow', 'Понимание специфики работы с DL моделями и LLM на GPU', 'Умение писать несложные SQL-запросы']",Middle,2025-02-21T09:10:09+00:00_130,Другая IT вакансия
"**Data** **Engineer**

**Локация:** Удалённо в РФ
**Компания:** Центр Орбита
**ЗП:** обсуждается на собеседовании
**Занятость:** Проектная

Всем привет! 

Мы в «Центр Орбита» ищем Data Engineer уровня Senior на временный проект 🧐

**Длительность проекта:** 6 мес., возможно продление.

Масштабный технологический проект с глубокой экспертизой в цифровизации бизнеса. Ключевые отрасли: государственный сектор, FinTech, HR Tech, коммуникации и медиа, услуги, рынок недвижимости, travel. Нам доверяют крупнейшие компании РФ, среди них: Т1, ВТБ, Иннотех, Альфа-банк, ОИС и другие. Более 6 лет мы ведем собственную продуктовую и заказную разработку высокоэффективных цифровых решений.

**Наш основной стек:**
Apache Spark, Apache Airflow, Apache Kafka, Apache Flink, Yandex Cloud, Python, SQL, Linux, Docker, K8S. 

**Основные задачи:**
• Работа над проектом в крупном ретейле;
• Разработка и поддержка ETL-процессов;
• Работа с потоковыми данными;
• Оркестрация задач;
• Работа с облачной инфраструктурой;
• Анализ и оптимизация запросов. 

​​​​​​​​​​​​​💬 **Резюме отправлять:** @Gillthunder

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-20T09:10:11+00:00,Data Engineer,Центр Орбита,,РФ,,Проектная,,,,,"['Apache Spark', 'Apache Airflow', 'Apache Kafka', 'Apache Flink', 'Yandex Cloud', 'Python', 'SQL', 'Linux', 'Docker', 'K8S']","['Работа над проектом в крупном ретейле', 'Разработка и поддержка ETL-процессов', 'Работа с потоковыми данными', 'Оркестрация задач', 'Работа с облачной инфраструктурой', 'Анализ и оптимизация запросов']",,Senior,2025-02-20T09:10:11+00:00_131,Другая IT вакансия
"**Middle/ Senior Data Scientist в DS Lab **

**Локация:** Удалённо в РФ
**Компания:** Wildberries (Trust&Safety)
**ЗП:** от 300 000 до 570 000 р. на руки
**Занятость:** Полная

Wildberries в поиске Data Scientist в команду DS Lab, которая разрабатывает решения для повышения доверия и безопасности пользователей на площадке. Мы работаем с широким спектром задач, анализируем данные и создаем алгоритмы, чтобы сделать платформу еще более надежной и удобной для её пользователей и клиентов.

**Обязанности**:
- Проектирование, разработка и внедрение алгоритмов машинного и глубокого обучения для решения бизнес-задач.
- Обучение и внедрение в production CV и NLP моделей.
- Поддержка и улучшение существующих моделей.
- Создание end-to-end пайплайнов на основе полученных ml-решений.
- Анализ больших объемов данных для выявления закономерностей, тенденций и аномалий, выполнение EDA

**Требования**:
- Опыт выполнения ML/технических проектов, выполненных с нуля до выкатки в production.
- Глубокие знания и опыт в NLP и/или CV.
- Писать эффективный, хорошо читаемый код и тесты к нему, уверенно владеть принципами ООП.
- Уверенное владение ML-стеком Python: torch, transformers, numpy, pandas, Scikit-Learn, matplotlib, catboost/xgboost/lightgbm.
- Знания SQL на базовом уровне.
- Знания и опыт в MLOps.
- Будет плюсом опыт работы с gradio, streamlit.
- Умение вести проект самостоятельно (валидация входных данных, риски, стейкхолдеры, работа с ресурсами, упаковка результатов и т.д.).

**Будет плюсом:**
- Опыт работы в местах из списка: Авито, Тинькофф, Озон, Яндекс
- Успешный опыт на kaggle (или других аналогичных платформах), участие в олимпиадах.
- Экспертиза в текущих SOTA решениях различных задач из стека cv/nlp/classic ml.
- Диплом университетов из списка: МФТИ, ВШЭ, МГУ, ИТМО, ШАД,.

**Условия работы**:
- Полная удаленка или свободное посещение офисов в Москве и Санкт-Петербурге
- Оформление в аккредитованную IT-компанию (с поддержкой условий IT-ипотеки)
- Бесплатное питание при работе из офиса
- Скидки на обучение от партнеров и внутренний корпоративный университет
- ДМС со стоматологией (после 3-х месяцев испытательного срока)
- Еженедельные развлекательные события - от бизнес-завтраков до просмотра фильмов на проекторе в офисах

**Примеры будущих задач**:
- Классификация сущностей (текст, изображения)
- Анализ “схожести” описаний и изображений карточек товаров
- Распознавание документов

💬 **Резюме отправлять:** @zakharrrrr

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-19T09:10:07+00:00,Middle/ Senior Data Scientist,Wildberries (Trust&Safety),Удалённо,РФ,,Полная,Удалённо,300000.0,570000.0,р.,"['ML/технические проекты', 'NLP', 'CV', 'Python', 'torch', 'transformers', 'numpy', 'pandas', 'Scikit-Learn', 'matplotlib', 'catboost/xgboost/lightgbm', 'SQL', 'MLOps', 'gradio', 'streamlit']","['Проектирование, разработка и внедрение алгоритмов машинного и глубокого обучения для решения бизнес-задач.', 'Обучение и внедрение в production CV и NLP моделей.', 'Поддержка и улучшение существующих моделей.', 'Создание end-to-end пайплайнов на основе полученных ml-решений.', 'Анализ больших объемов данных для выявления закономерностей, тенденций и аномалий, выполнение EDA']","['Опыт выполнения ML/технических проектов, выполненных с нуля до выкатки в production.', 'Глубокие знания и опыт в NLP и/или CV.', 'Писать эффективный, хорошо читаемый код и тесты к нему, уверенно владеть принципами ООП.', 'Уверенное владение ML-стеком Python: torch, transformers, numpy, pandas, Scikit-Learn, matplotlib, catboost/xgboost/lightgbm.', 'Знания SQL на базовом уровне.', 'Знания и опыт в MLOps.', 'Будет плюсом опыт работы с gradio, streamlit.', 'Умение вести проект самостоятельно (валидация входных данных, риски, стейкхолдеры, работа с ресурсами, упаковка результатов и т.д.).']",Middle/Senior,2025-02-19T09:10:07+00:00_132,Дата-сайентист
"**ML** **Engineer**

**Локация:** Удалённо 
**Компания:** aip.tech 
**ЗП:** обсуждается на собеседовании
**Занятость:** Полная

Hello everyone! 
At AIP we focus on the ""peer-to-peer"" approach between co-workers to pursue our ambitious goal to become the best HFT firm for both our employees and our partners.
Our team of ML Engineers is playing the key role in this journey. We welcome experienced professionals and young talents to develop investment strategies and to experiment with trading approaches together.
We are currently looking for a ML Engineer to join our team ?

**Your tasks:**
 • Solving problems at the intersection of mathematics and finance
 • Improving our current trading strategies and developing new ones
 • Conducting research related to the behavior of market participants

**Requirements:**
 • Practical experience in Machine Learning
 • Practical experience in data analytics
 • Python programming skills and database management skills
 • High level of knowledge and expertise in probability and statistics
Will be an advantage:
 • Degree in Maths, Physics, CS or another quantitative field
 • Knowledge of econometrics, financial maths, trading experience
 • Research experience

**What we offer:**
 • Remote cooperation
 • Friendly professional environment
 • Modern and complex projects using ML technologies
 • The possibility of professional and financial growth
 • Flexible working hours
​​​​​​​​​​​​​​​​
💬 **Резюме отправлять: **@aip_hr_bot

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-18T09:10:09+00:00,ML Engineer,aip.tech,,,,Полная,Удалённо,,,,"['Machine Learning', 'Data Analytics', 'Python', 'Database Management', 'Probability', 'Statistics']","['Solving problems at the intersection of mathematics and finance', 'Improving our current trading strategies and developing new ones', 'Conducting research related to the behavior of market participants']","['Practical experience in Machine Learning', 'Practical experience in data analytics', 'Python programming skills and database management skills', 'High level of knowledge and expertise in probability and statistics']",,2025-02-18T09:10:09+00:00_133,Другая IT вакансия
"**DS-специалист (Middle/ Senior)**

**Локация:** Удалённо 
**Компания:** [ООО «Авито Тех»](https://career.avito.com/weekendoffer/2025/ds/)
**ЗП:** от 310 000 до 410 000 р. gross
**Занятость:** Полная

**В зависимости от выбранной команды вы будете:**
— развивать умный алгоритм проверки объявлений;
— внедрять ML-модели в процессы монетизации;
— писать микросервисы для улучшения поискового ранжирования;
— оказывать DS-поддержку всем командам Авито.

**Мы ожидаем, что вы:**
— хорошо владеете Python;
— разбираетесь в CV, NLP, классическом ML, направлении recsys или search;
— живете в России и имеете гражданство РФ или СНГ.

**Работа в Авито — это:**
— конкурентная зарплата и удаленка по всей России;
— реальные задачи на большом масштабе — разработка алгоритмов для проверки объявлений, внедрение ML-моделей, оптимизация процессов и DS-поддержка;
— участие в разработке новых продуктов — предлагаем для этого мощное железо и бюджет на обучение;
 — сильное IT-комьюнити, которое любит опенсорс.

💬 **Резюме отправлять: **@oooozhegovaaaa

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-15T09:10:07+00:00,DS-специалист (Middle/ Senior),ООО «Авито Тех»,,Россия,,Полная,Удалённо,310000.0,410000.0,р.,"['Python', 'CV', 'NLP', 'классический ML', 'recsys', 'search']","['развивать умный алгоритм проверки объявлений', 'внедрять ML-модели в процессы монетизации', 'писать микросервисы для улучшения поискового ранжирования', 'оказывать DS-поддержку всем командам Авито']","['хорошо владеете Python', 'разбираетесь в CV, NLP, классическом ML, направлении recsys или search', 'живете в России и имеете гражданство РФ или СНГ']",Middle/Senior,2025-02-15T09:10:07+00:00_134,
"**Data** **Scientist** **(Middle)**

**Локация:** Удалённо 
**Компания:** MТС
**ЗП:** от 2 500 до 3 000 $
**Занятость:** Полная

**Цели и задачи:**
Строить модели скоринга клика на баннер / видимости баннера / целевого действия на сайте / фродового траффика
Анализировать весь пайплайн моделей платформы и находить новые подходы к приоритезации баннеров, кампаний в рекламных аукционах, к ценообразованию в ставках
Сопровождать процесс постановки на регламент процессов в Airflow, консультировать Data Engineer
Сопровождать A/B-тесты моделей
Разрабатывать пайплайны для препроцессинга и экстракции фичей (NLP, CV)
Исследовать и составлять требования к наборам сырых данных для поиска нужных фичей для своих МЛ моделей

**Требования:**
Глубокое понимание статистических подходов и методов (регрессия, свойства распределений, оценка максимального правдоподобия, проверка гипотез и их правильное использование) и опыт их применения
Коммерческий опыт применения классических алгоритмов машинного обучения (LR, RF, XGBoost/LGBM/CatBoost), их калибровки, понимание их преимуществ, недостатков и ограничений
Свободное владение основными ML библиотеками на Python (pandas, numpy, sklearn, seaborn и др.)
Высокий уровень владения SQL, опыт работы в распределённых/параллельных вычислениях на Spark
Опыт работы с Linux, Docker
Опыт разработки на Go или желание его получить, готовность учиться новому
Приветствуется опыт работы над задачами анализа текста и изображений. Знание базовых алгоритмов по направлениям: dimensionality reduction, object detection, text extraction. Готовность изучить подходы в ходе работы над задачами
Достойный уровень инженерной культуры (Git, Jira, Confluence и т.д.)

💬 **Резюме отправлять: **@akhamidovv

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-14T09:10:12+00:00,Data Scientist (Middle),МТС,,,,Полная,Удалённо,2500.0,3000.0,$,"['статистические подходы и методы', 'классические алгоритмы машинного обучения (LR, RF, XGBoost/LGBM/CatBoost)', 'ML библиотеки на Python (pandas, numpy, sklearn, seaborn)', 'SQL', 'распределённые/параллельные вычисления на Spark', 'Linux', 'Docker', 'Go', 'Git', 'Jira', 'Confluence']","['Строить модели скоринга клика на баннер / видимости баннера / целевого действия на сайте / фродового траффика', 'Анализировать весь пайплайн моделей платформы и находить новые подходы к приоритезации баннеров, кампаний в рекламных аукционах, к ценообразованию в ставках', 'Сопровождать процесс постановки на регламент процессов в Airflow, консультировать Data Engineer', 'Сопровождать A/B-тесты моделей', 'Разрабатывать пайплайны для препроцессинга и экстракции фичей (NLP, CV)', 'Исследовать и составлять требования к наборам сырых данных для поиска нужных фичей для своих МЛ моделей']","['Глубокое понимание статистических подходов и методов (регрессия, свойства распределений, оценка максимального правдоподобия, проверка гипотез и их правильное использование) и опыт их применения', 'Коммерческий опыт применения классических алгоритмов машинного обучения (LR, RF, XGBoost/LGBM/CatBoost), их калибровки, понимание их преимуществ, недостатков и ограничений', 'Свободное владение основными ML библиотеками на Python (pandas, numpy, sklearn, seaborn и др.)', 'Высокий уровень владения SQL, опыт работы в распределённых/параллельных вычислениях на Spark', 'Опыт работы с Linux, Docker', 'Опыт разработки на Go или желание его получить, готовность учиться новому', 'Приветствуется опыт работы над задачами анализа текста и изображений. Знание базовых алгоритмов по направлениям: dimensionality reduction, object detection, text extraction. Готовность изучить подходы в ходе работы над задачами', 'Достойный уровень инженерной культуры (Git, Jira, Confluence и т.д.)']",Middle,2025-02-14T09:10:12+00:00_135,Дата-сайентист
"**Data** **Engineer**

**Локация:** Удалённо 
**Компания:** Бонанза Крип
**ЗП:** обсуждается на собеседовании
**Занятость:** Полная

Мы создаем внутренний финтех-продукт — высоконагруженную платформу для аналитики и прогнозирования на криптовалютных и традиционных финансовых рынках.

Компания работает с 2018 года как частный фонд, инвестируя собственный капитал. В команде фаундер с успешным опытом в трейдинге с 2015 года и аналитик с более чем 15-летним стажем.

**Обязанности:**
- Настройка пайплайнов обработки исторических данных по изменению цен в трейдинге и сигналов
- Построение view для аналитики и фротенда
- Оптимизация SQL запросов
- Организация архитектуры строения данных

**Требования:**
- ETL + ELT обработка данных
- Основы DevOps процессов
- Опыт с Google Cloud
- Отличные знания SQL, умение оптимизировать запросы к БД, строить индексы
- Понимание Data Lake и Data Warehouse
- Опыт работы хотя бы с 2 из 3 инструментов: Apache Airflow, Clickhouse, snowflake
- Опыт работы с Time Series Data
- Умение настраивать аналитику
- Релевантный опыт от 4-5 лет

** Условия:**
- Полная занятость, удалённая работа
- Конкурентная зарплата, оплата в USDT или по договоренности
- Работа в часовом поясе **UTC+0 ±3 часа** (для удобства коммуникации в команде)

💬 **Резюме отправлять: **@azasisstants

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-13T09:10:11+00:00,Data Engineer,Бонанза Крип,,,от 4-5 лет,Полная,Удалённо,,,,"['ETL + ELT обработка данных', 'Основы DevOps процессов', 'Google Cloud', 'SQL', 'Apache Airflow', 'Clickhouse', 'snowflake', 'Time Series Data']","['Настройка пайплайнов обработки исторических данных по изменению цен в трейдинге и сигналов', 'Построение view для аналитики и фротенда', 'Оптимизация SQL запросов', 'Организация архитектуры строения данных']","['ETL + ELT обработка данных', 'Основы DevOps процессов', 'Опыт с Google Cloud', 'Отличные знания SQL, умение оптимизировать запросы к БД, строить индексы', 'Понимание Data Lake и Data Warehouse', 'Опыт работы хотя бы с 2 из 3 инструментов: Apache Airflow, Clickhouse, snowflake', 'Опыт работы с Time Series Data', 'Умение настраивать аналитику', 'Релевантный опыт от 4-5 лет']",Средний/Старший,2025-02-13T09:10:11+00:00_136,"BI-аналитик, аналитик данных"
"**Senior Data Scientist**

**Локация:** Удалённо вне РФ, РБ
**Компания:** Simple
**ЗП:** обсуждается на собеседовании
**Занятость:** Полная

Кипр, релокация или удаленно (вне РФ, РБ)

Simple - приложение для интервального голодания в США. 

**Требования:**
🔹Опыт работы в сфере Data Science от 4 лет.
🔹Знание алгоритмов машинного обучения.
🔹Специализация в одной из областей ML и понимание основ его проектирования.
🔹Опыт работы с Python, а также основными библиотеками ML, SQL, Git, Docker.

[👉🏻 ](https://boards.greenhouse.io/paltaltd/jobs/5092313004)[Читать подробнее](https://boards.greenhouse.io/paltaltd/jobs/5391855004)

💬 **Резюме отправлять: **@tastyparty

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-12T09:10:10+00:00,Senior Data Scientist,Simple,,Кипр,от 4 лет,Полная,Удалённо,,,,"['алгоритмы машинного обучения', 'Python', 'библиотеки ML', 'SQL', 'Git', 'Docker']",,"['Опыт работы в сфере Data Science от 4 лет', 'Знание алгоритмов машинного обучения', 'Специализация в одной из областей ML и понимание основ его проектирования', 'Опыт работы с Python, а также основными библиотеками ML, SQL, Git, Docker']",Senior,2025-02-12T09:10:10+00:00_137,Дата-сайентист
"Привет, ребята!
1,5 года я учился на программиста, а сайт easyoffer.ru стал моим пет-проектом. Я создавал его, потому что:
а) нужно было добавить хоть какой-нибудь проект в резюме
б) подготовиться к прохождению собесов

И всё получилось! Благодаря еasyoffer я успешно прошёл собеседование и устроился Python Junior-разработчиком на удаленку с зарплатой 115 тысяч рублей.

Однако ещё во время разработки я понял, что у этого проекта есть потенциал. Казалось, что сайт может стать популярным и, возможно, превратиться в стартап.

По-этому я с самого начала заложил в проект минимальную бизнес-модель, на случай, если сайт начнёт набирать трафик. Я предложил пользователям полный доступ к сайту в обмен на подписку на Telegram-каналы. Это позволяло развивать аудиторию, а в будущем — зарабатывать на рекламе.

Результат превзошёл ожидания!
С момента запуска easyoffer посетило 400 тысяч человек. А когда доход с рекламы превысил мою зарплату программиста, я принял решение уйти с работы и полностью посвятить себя разработке новой версии сайта.

Вот так, зайдя в IT, через 4 месяца вышел через свой же пет-проект. Мне очень повезло

Уже год я работаю над easyoffer 2.0.
Это будет более масштабный и качественной новый проект:
– Появится тренажер
– Появятся задачи из собесов
– Фильтрация контента по грейдам
и еще очень много фич, о которых я расскажу позже.

Хочу, довести easyoffer до ума, чтобы сайт стал настоящим помощником для всех, кто готовится к собеседованиям.
По этому в ближайшее время я объявлю о старте краудфандинговой кампании, чтобы ускорить разработку и я готов щедро отблагодарить всех, кто поддержит проект.

А те, кто поддержат проект первыми, получат специальные лимитированные выгодные вознаграждения. Следите [за этим телеграм каналом](https://t.me/+b2fZN17A9OQ3ZmJi), если хотите стать первыми сапортерами.",2025-02-08T23:43:04+00:00,Python Junior-разработчик,,,,,удалённая работа,,115000.0,,рублей,,,,junior,2025-02-08T23:43:04+00:00_139,"Программист, разработчик"
"**Преподаватель** **онлайн-курса** **ML для финансового анализа**, **темы про технический анализ финансовых рынков**

**Локация:** Удалённо 
**Компания:** OTUS 
**ЗП:** от 4 000 до 6 000 р./вебинар, от 300 до 400 р./проверка ДЗ
**Занятость:** Частичная

Преподавательский опыт не обязателен — мы научим вас всему необходимому.

**Требуются** **знания и опыт в ML и конкретно по темам:**
- Введение в технический анализ: графики и индикаторы
- Паттерны и стратегии технического анализа
- Интеграция технического анализа с методами машинного обучения
- Применение технического анализа к различным классам активов
- Оценка и сравнение эффективности технического анализа

**Обязанности**: 
- Проводить онлайн-занятия, уделяя внимание практике и общению со студентами
- Проверка домашних заданий

**Условия**:
- Гибкий график, легко совмещать с основной работой
- Занятия по Вт и Чт с 20:00 до 21:30 Мск, **с 20 февраля**
- Оплата от 4000 до 6000 руб. за вебинар (полтора часа) и 300-400 руб. за проверенное домашнее задание
- **Есть материалы к занятиям**
- Бонусы: доступ к нашим курсам, нетворкинг, развитие личного бренда, участие в воркшопах и конференциях. Возможность развивать навыки публичных выступлений, работы с аудиторией и подачи обратной связи 🔝

💬 **Резюме отправлять:** @yu_grin

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-08T09:10:12+00:00,Преподаватель онлайн-курса ML для финансового анализа,OTUS,,,,Частичная,Гибкий график,4000.0,6000.0,руб.,"['ML', 'Технический анализ финансовых рынков', 'Графики и индикаторы', 'Паттерны и стратегии технического анализа', 'Интеграция технического анализа с методами машинного обучения', 'Применение технического анализа к различным классам активов', 'Оценка и сравнение эффективности технического анализа']","['Проводить онлайн-занятия, уделяя внимание практике и общению со студентами', 'Проверка домашних заданий']","['Знания и опыт в ML и конкретно по темам: Введение в технический анализ: графики и индикаторы, Паттерны и стратегии технического анализа, Интеграция технического анализа с методами машинного обучения, Применение технического анализа к различным классам активов, Оценка и сравнение эффективности технического анализа']",,2025-02-08T09:10:12+00:00_140,Другая IT вакансия
"**Middle/ Senior Data Scientist/ Machine Learning (NLP) ** 

**Локация:** Удалённо 
**Компания:** Море данных
**ЗП:** от 200 000 до 400 000 р.
**Занятость:** Частичная
 
Наша команда работает как на крупных заказчиков (Газпромнефть, СберУниверситет, Полюс Золото, корпорация Синергия) так и на собственных продуктовых линейках в сфере образования и цифрового HR. В команде как специалисты по ИИ так и разработчики, продуктологи, методисты.  
Сейчас нас 30+ человек. Работаем на самом переднем крае образовательных инноваций, специализируемся на ИИ в образовании, датацентричном дизайне образовательного опыта, образовательном дата инжениринге. По результатам нашей работы вышла русская глава в книге Салмана Хана ""Новые Миры образования"".  Наш сайт (datasea.me)  
 
Основные направления работы: цифровое образование, анализ качества речи с помощью ИИ, цифровые двойники способные к рассуждению, digital HR, конвертация текстов в графы знаний, цифровая диагностика с применением ИИ, работа с данными рынка труда. 
 
Ищем душевных людей, небезразличных к современному образованию, способных работать в 100% удаленке в режиме эксперимента и исследования над созданием инновационных сервисов на основе ИИ. 
 
* Возможно временное оформление: договор ГПХ, самозанятые, ИП 
 
**Требования: **
— знание NLP стека и опыт работы в данной области 
— понимание принципов устройства и обучения LLM и генеративных трансформеров 
— опыт разработки NLP-моделей 
— подтвержденный опыт работы с LLM 
— подтвержденный опыт работы с  RAG 
— опыт работы со звуком (например апи elevenlabs)  
— желателен опыт работы с deep learning  
 
**Резюме присылать с пометкой ‘Data Scientist’ **

💬 **Резюме отправлять:** @YuliaChuykova

–––
Бесплатный постинг вакансий: @freeIT_job
Забирай 📚 [Базу Знаний](https://t.me/easy_ds_job/40)",2025-02-05T09:10:11+00:00,Middle/ Senior Data Scientist/ Machine Learning (NLP),Море данных,,,,Частичная,Удалённо,200000.0,400000.0,р.,"['NLP', 'LLM', 'генеративные трансформеры', 'RAG', 'deep learning', 'апи elevenlabs']","['цифровое образование', 'анализ качества речи с помощью ИИ', 'цифровые двойники способные к рассуждению', 'digital HR', 'конвертация текстов в графы знаний', 'цифровая диагностика с применением ИИ', 'работа с данными рынка труда']","['знание NLP стека и опыт работы в данной области', 'понимание принципов устройства и обучения LLM и генеративных трансформеров', 'опыт разработки NLP-моделей', 'подтвержденный опыт работы с LLM', 'подтвержденный опыт работы с RAG', 'опыт работы со звуком (например апи elevenlabs)', 'желателен опыт работы с deep learning']",Middle/Senior,2025-02-05T09:10:11+00:00_141,Дата-сайентист
