text,date,vacancy,company,city,country,experience,employment,schedule,salary_from,salary_to,currency,skills,responsibilities,requirements,experience level,uid,position
"**AI Developer**  

**Компания:** Не указано  
**Зарплата:** по договоренности  
**Тип занятости:** #Удаленка  
**Локация:** Не указано  
**Позиция:** #Junior #Middle  

Мы ищем амбициозных разработчиков, увлеченных искусственным интеллектом, для работы над нестандартными проектами. Команда ценит энергию, идеи и стремление к росту.  

**Обязанности**  
— Разработка и внедрение ИИ-решений (GPT, нейросети, ML, автоматизация)  
— Участие в создании проектов с нуля  
— Работа в команде, обмен идеями  

**Требования**  
— Интерес и опыт в сфере ИИ (GPT, нейросети, ML)  
— Желание строить свои проекты  
— Готовность работать в энергичной команде  

**Что компания предлагает**  
— Возможность работать над инновационными проектами  
— Команду, где ценятся идеи и инициатива  
— Гибкие условия сотрудничества  

**Контакт для связи:** @Ibrahim_sbv  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/150  

**Стек технологий:** #GPT #Нейросети #ML #Автоматизация",2025-06-18T09:55:18+00:00,AI Developer,,,,,Удаленка,,,,,"['GPT', 'Нейросети', 'ML', 'Автоматизация']","['Разработка и внедрение ИИ-решений (GPT, нейросети, ML, автоматизация)', 'Участие в создании проектов с нуля', 'Работа в команде, обмен идеями']","['Интерес и опыт в сфере ИИ (GPT, нейросети, ML)', 'Желание строить свои проекты', 'Готовность работать в энергичной команде']","['Junior', 'Middle']",2025-06-18T09:55:18+00:00_101,"Программист, разработчик"
"**Data Scientist**  

**Компания:** Assaia  
**Зарплата:** от 4500 EUR gross  
**Тип занятости:** #Удаленка #Fulltime  
**Локация:** #Remote  
**Позиция:** #Middle #Senior  

Assaia develops ML-based systems for international airports and airlines. Our computer vision system monitors and analyzes aircraft servicing processes from video streams, providing real-time and historical data for monitoring, alerting, and decision-making. Clients include major airports like Seattle-Tacoma, JFK, and airlines like British Airways. We're a fully remote team of 90+ people.  

**Обязанности**  
— Design and build systems to detect performance issues in real-time computer vision pipelines.  
— Develop and maintain unsupervised testing tools for CV pipelines.  
— Participate in brainstorming sessions and technical discussions with ML and QA teams.  
— Propose workflow improvements, automation, and reliability enhancements.  

**Требования**  
— 3+ years of Python experience in production.  
— 3+ years of hands-on data science experience, ideally in real-world ML systems.  
— Experience with Large Language Models (LLMs) for development or debugging.  
— Hands-on experience with kubectl for monitoring ML systems in production.  
— Strong verbal and written English (B2+).  

**Что компания предлагает**  
— Fully remote work with a flexible schedule.  
— 5 weeks of paid vacation, paid sick leave, and education support.  
— Regular performance reviews and career growth opportunities.  
— Flat hierarchy, zero bureaucracy, and a diverse international team.  
— Live team events in Europe.  

**Контакт для связи:** @MatveevaKse  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/149  

**Стек технологий:** #Python #ML #LLM #kubectl #ComputerVision",2025-06-18T09:00:08+00:00,Data Scientist,Assaia,,,,Fulltime,Удаленка,4500.0,,EUR,"['Python', 'ML', 'LLM', 'kubectl', 'ComputerVision']","['Design and build systems to detect performance issues in real-time computer vision pipelines.', 'Develop and maintain unsupervised testing tools for CV pipelines.', 'Participate in brainstorming sessions and technical discussions with ML and QA teams.', 'Propose workflow improvements, automation, and reliability enhancements.']","['3+ years of Python experience in production.', '3+ years of hands-on data science experience, ideally in real-world ML systems.', 'Experience with Large Language Models (LLMs) for development or debugging.', 'Hands-on experience with kubectl for monitoring ML systems in production.', 'Strong verbal and written English (B2+).']","['Middle', 'Senior']",2025-06-18T09:00:08+00:00_102,Дата-сайентист
"**Data Engineer**

**Компания:** ГК Рост  
**Зарплата:** по договоренности  
**Тип занятости:** #Гибрид  
**Локация:** #Москва  
**Позиция:** #Middle  

Лидер российского рынка овощей защищенного грунта. Численность сотрудников холдинга – более 12,500 человек.  

**Обязанности**  
— Анализ систем источников данных для ETL/ELT процессов (Api, DB, JSON, CSV...)  
— Разработка и поддержка ETL/ELT процессов из различных источников (Airflow). Мониторинг ETL/ELT.  
— Сбор, анализ и формализация требований к разрабатываемым решениям (модели данных, витрины данных для аналитики)  
— Разработка и поддержка моделей и витрин данных (DBT)  
— Обеспечение качества данных (чистота, точность, целостность, полнота). Формирование проверок качества данных. Мониторинг качества данных.  
— Формирование технической документации (ELT/ELT процессы и алгоритмы)  
— Улучшение архитектуры данных в компании, внедрение новых технологий обработки и хранения данных.  
— Описание объектов данных в дата-каталоге, поддержка актуального состояния.  

**Требования**  
— Опыт проектирования, разработки, запуска ETL процессов (Airflow)  
— Опыт проектирования, разработки баз данных OLTP, OLAP (MS SQL)  
— Знание SQL (на уровне сложных запросов, оконных функций и оптимизации запросов), Python  
— Навыки разработки с использованием GitLab, настройки CI/CD пайплайнов  
— Понимание работы BI инструментов (Power BI)  

**Что компания предлагает**  
— Официальное оформление: ООО ""УК ""РОСТ""  
— График работы: 40 часов в неделю, 10:00 - 19:00 или 09.00-18.00, Пн-Пт (возможен гибридный формат работы)  
— Комфортабельное рабочее место, корпоративная мобильная связь  
— Добровольное мед. страхование  
— Конкурентоспособная заработная плата  
— Возможность обучения и развития за счет компании  
— Отпуск продолжительностью 28 календарных дней  
— Место работы: м. Киевская, БЦ Атлантик, (Можайский вал, 8Д)  

**Контакт для связи:** @AlexandraKononenko  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/148  

**Стек технологий:** #MSSQL #SSAS #PowerBi #Airflow #Dbt #GitLab #Docker #Linux #SQL #Python",2025-06-17T12:00:09+00:00,Data Engineer,ГК Рост,Москва,,,Гибрид,"10:00 - 19:00 или 09.00-18.00, Пн-Пт",,,,"['Airflow', 'DBT', 'MS SQL', 'SQL', 'Python', 'GitLab', 'Power BI']","['Анализ систем источников данных для ETL/ELT процессов (Api, DB, JSON, CSV...)', 'Разработка и поддержка ETL/ELT процессов из различных источников (Airflow). Мониторинг ETL/ELT.', 'Сбор, анализ и формализация требований к разрабатываемым решениям (модели данных, витрины данных для аналитики)', 'Разработка и поддержка моделей и витрин данных (DBT)', 'Обеспечение качества данных (чистота, точность, целостность, полнота). Формирование проверок качества данных. Мониторинг качества данных.', 'Формирование технической документации (ELT/ELT процессы и алгоритмы)', 'Улучшение архитектуры данных в компании, внедрение новых технологий обработки и хранения данных.', 'Описание объектов данных в дата-каталоге, поддержка актуального состояния.']","['Опыт проектирования, разработки, запуска ETL процессов (Airflow)', 'Опыт проектирования, разработки баз данных OLTP, OLAP (MS SQL)', 'Знание SQL (на уровне сложных запросов, оконных функций и оптимизации запросов), Python', 'Навыки разработки с использованием GitLab, настройки CI/CD пайплайнов', 'Понимание работы BI инструментов (Power BI)']",Middle,2025-06-17T12:00:09+00:00_103,Другая IT вакансия
"**Senior Data Engineer**  

**Компания:** Real Deal  
**Зарплата:** от 300 000 руб.  
**Тип занятости:** #Гибрид  
**Локация:** #Санкт-Петербург  
**Позиция:** #Senior  

Real Deal — команда, за плечами которой проект, представленный на EXPO 2020 в Дубае и вошедший в топ-10 PropTech решений MENA. Сейчас мы строим новую B2B платформу для сделок с коммерческой недвижимостью (рынок $7.8 млрд). MVP готов, фидбек отличный, цель — запуск в 2025.  

**Обязанности**  
— Поиск и интеграция источников данных  
— Проектирование и оптимизация ETL/ELT пайплайнов  
— Контроль качества данных  
— Работа с геоаналитикой и аналитическими витринами  
— Участие в формировании best practices  

**Требования**  
— 5+ лет опыта с DWH  
— Уверенный SQL, Python  
— Опыт с Airflow, облачными платформами (AWS/YandexCloud)  
— Техническое образование — обязательно  

**Что компания предлагает**  
— Участие в инновационном проекте  
— Гибридный формат работы  
— Работа с передовыми технологиями  

**Контакт для связи:** @AllaL13  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/147  

**Стек технологий:** #SQL #Python #Airflow #AWS #YandexCloud",2025-06-17T09:00:11+00:00,Senior Data Engineer,Real Deal,Санкт-Петербург,Россия,,Гибрид,,300000.0,,руб.,"['SQL', 'Python', 'Airflow', 'AWS', 'YandexCloud']","['Поиск и интеграция источников данных', 'Проектирование и оптимизация ETL/ELT пайплайнов', 'Контроль качества данных', 'Работа с геоаналитикой и аналитическими витринами', 'Участие в формировании best practices']","['5+ лет опыта с DWH', 'Уверенный SQL, Python', 'Опыт с Airflow, облачными платформами (AWS/YandexCloud)', 'Техническое образование — обязательно']",Senior,2025-06-17T09:00:11+00:00_104,"BI-аналитик, аналитик данных"
"**Data Engineer Senior**  

**Компания:** Не указано  
**Зарплата:** 250 - 300 т.р. Gross  
**Тип занятости:** #Удаленка  
**Локация:** #Remote  
**Позиция:** #Senior  

**Обязанности**  
— Миграция из Managed Service в собственные Kubernetes  
— Разработка модулей и скриптов данных для пилота  
— Разработка скриптов для повышения качества данных  
— Разработка CI/CD конвейеров  
— Разработка модулей для Alluxio  
— I&D. Разработка модулей для поддержки промышленной системы  
— Разработка модулей межсервисного шифрования  
— Разработка общего метахранилища  
— I&D. Разработка мониторинга сервисов и инфраструктуры  

**Требования**  
— Apache (Spark, Hive, Airflow)  
— Yandex Cloud  
— Python  
— SQL  
— Linux  
— Docker  
— Streaming  

**Что компания предлагает**  
— Удаленная работа  

**Контакт для связи:** @AllaDemHR  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/146  

**Стек технологий:** #Apache #Spark #Hive #Airflow #YandexCloud #Python #SQL #Linux #Docker #Kubernetes #Streaming",2025-06-16T12:00:08+00:00,Data Engineer Senior,,,,,Удаленка,,250000.0,300000.0,руб.,"['Apache (Spark, Hive, Airflow)', 'Yandex Cloud', 'Python', 'SQL', 'Linux', 'Docker', 'Streaming', 'Kubernetes']","['Миграция из Managed Service в собственные Kubernetes', 'Разработка модулей и скриптов данных для пилота', 'Разработка скриптов для повышения качества данных', 'Разработка CI/CD конвейеров', 'Разработка модулей для Alluxio', 'I&D. Разработка модулей для поддержки промышленной системы', 'Разработка модулей межсервисного шифрования', 'Разработка общего метахранилища', 'I&D. Разработка мониторинга сервисов и инфраструктуры']","['Apache (Spark, Hive, Airflow)', 'Yandex Cloud', 'Python', 'SQL', 'Linux', 'Docker', 'Streaming']",Senior,2025-06-16T12:00:08+00:00_105,DevOps-инженер
"**Data Science Team lead**  

**Компания:** Renmoney  
**Зарплата:** по договоренности  
**Тип занятости:** #Удаленка  
**Локация:**  
**Позиция:** #Lead  

Мы ищем Data Science Team Lead с опытом работы в банковской или финтех-сфере для управления высокоэффективной командой. Роль включает применение продвинутых методов машинного обучения, лидерство и межфункциональное взаимодействие для разработки решений в области скоринга, управления портфельными рисками и мониторинга моделей.  

**Обязанности**  
— Разработка и внедрение ML-моделей  
— Создание и улучшение моделей для кредитного скоринга, обнаружения мошенничества и анализа клиентского поведения  
— Управление жизненным циклом моделей, включая качество, перекалибровку и мониторинг производительности  
— Руководство и развитие команды, обеспечение продуктивной работы и выполнения задач  
— Согласование проектов с бизнес-целями и приоритетами организации  
— Контроль за использованием инструментов (Git, Jira, Confluence) и обеспечение стабильности данных  
— Управление знаниями и стандартами  
— Поддержание документации, обмен опытом и внедрение передовых практик  

**Требования**  
— Технические навыки: Python, SQL, методы машинного обучения (регрессия, классификация, NLP)  
— Инструменты: PowerBI, Excel, Tableau, Git; опыт работы с AWS и MLOps приветствуется  
— Личные качества: Лидерство, отличные коммуникативные навыки, опыт работы по Agile  
— Язык: Свободное владение английским  

**Что компания предлагает**  
— Гибкая удалённая работа из любой точки мира с готовностью работать по (GMT+1) +-2 часа  
— Участие в инновационном финтех-проекте с глобальным охватом  
— Интересные задачи и возможность влиять на разработку передовых продуктов  
— Профессиональное развитие в распределённой международной команде  

**Контакт для связи:** @stasia_hr  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/145  

**Стек технологий:** #Python #SQL #MachineLearning #NLP #PowerBI #Tableau #Git #AWS #MLOps",2025-06-16T09:00:11+00:00,Data Science Team lead,Renmoney,,,,Удаленка,,,,,"['Python', 'SQL', 'Machine Learning', 'NLP', 'PowerBI', 'Excel', 'Tableau', 'Git', 'AWS', 'MLOps']","['Разработка и внедрение ML-моделей', 'Создание и улучшение моделей для кредитного скоринга, обнаружения мошенничества и анализа клиентского поведения', 'Управление жизненным циклом моделей, включая качество, перекалибровку и мониторинг производительности', 'Руководство и развитие команды, обеспечение продуктивной работы и выполнения задач', 'Согласование проектов с бизнес-целями и приоритетами организации', 'Контроль за использованием инструментов (Git, Jira, Confluence) и обеспечение стабильности данных', 'Управление знаниями и стандартами', 'Поддержание документации, обмен опытом и внедрение передовых практик']","['Технические навыки: Python, SQL, методы машинного обучения (регрессия, классификация, NLP)', 'Инструменты: PowerBI, Excel, Tableau, Git; опыт работы с AWS и MLOps приветствуется', 'Личные качества: Лидерство, отличные коммуникативные навыки, опыт работы по Agile', 'Язык: Свободное владение английским']",,2025-06-16T09:00:11+00:00_106,Руководитель отдела аналитики
"**Senior Data Analyst**  

**Компания:** Не указано  
**Зарплата:** от 4500 EUR  
**Тип занятости:** #Удаленка  
**Локация:** #Cyprus  
**Позиция:** #Senior  

**Обязанности**  
— Проводить A/B-тесты, эксперименты и исследования  
— Работать с Geo-Lift и Media Mix Modelling  
— Искать паттерны и генерировать гипотезы  
— Внедрять новые статистические подходы  
— Развивать дашборды и self-service инструменты  

**Требования**  
— Глубокие знания математической статистики  
— Опыт в Frequentist & Bayesian тестах  
— Знание Python (Pandas, SciPy, Statsmodels, PyMC)  
— SQL, Tableau, ClickHouse  
— Опыт с каузальным выводом и/или ML-моделями  
— Английский от B1, русский от B2  

**Что компания предлагает**  
— Релокация и страховка для всей семьи  
— 13-я зарплата, бонусы, компенсации на детей и партнеров  
— Обеды, спорт, обучение  
— Car bonus  
— Работа с крутой игрой и командой  

**Контакт для связи:** @victoriya_sou  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/144  

**Стек технологий:** #Python #Pandas #SciPy #Statsmodels #PyMC #SQL #Tableau #ClickHouse",2025-06-13T06:00:03+00:00,Senior Data Analyst,,,Cyprus,,Удаленка,,4500.0,,EUR,"['математическая статистика', 'Frequentist & Bayesian тесты', 'Python (Pandas, SciPy, Statsmodels, PyMC)', 'SQL', 'Tableau', 'ClickHouse', 'каузальный вывод', 'ML-модели']","['Проводить A/B-тесты, эксперименты и исследования', 'Работать с Geo-Lift и Media Mix Modelling', 'Искать паттерны и генерировать гипотезы', 'Внедрять новые статистические подходы', 'Развивать дашборды и self-service инструменты']","['Глубокие знания математической статистики', 'Опыт в Frequentist & Bayesian тестах', 'Знание Python (Pandas, SciPy, Statsmodels, PyMC)', 'SQL, Tableau, ClickHouse', 'Опыт с каузальным выводом и/или ML-моделями', 'Английский от B1, русский от B2']",Senior,2025-06-13T06:00:03+00:00_107,"BI-аналитик, аналитик данных"
"**Стажёр / Junior Data Analyst**

**Компания:** Не указано  
**Зарплата:** по договоренности  
**Тип занятости:** #Офис  
**Локация:** #Москва  
**Позиция:** #Junior  

**Обязанности**  
— Работа с данными и РСУБД  
— Построение хранилищ данных  
— Написание и оптимизация SQL-запросов  
— Разработка скриптов на Python/Java  

**Требования**  
— Обучение на последних курсах или оконченное высшее образование (бакалавриат/магистратура)  
— Знание SQL и опыт работы с РСУБД  
— Понимание теории построения хранилищ данных  
— Владение Python или Java, основы ООП, алгоритмов и структур данных  

**Что компания предлагает**  
— Возможность стажировки и профессионального роста  
— Работа в перспективной сфере анализа данных  

**Контакт для связи:** TG: https://t.me/alinklim  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/143  

**Стек технологий:** #SQL #Python #Java #РСУБД",2025-06-12T12:00:03+00:00,Стажёр / Junior Data Analyst,,Москва,Россия,,Офис,,,,,"['SQL', 'Python', 'Java', 'РСУБД']","['Работа с данными и РСУБД', 'Построение хранилищ данных', 'Написание и оптимизация SQL-запросов', 'Разработка скриптов на Python/Java']","['Обучение на последних курсах или оконченное высшее образование (бакалавриат/магистратура)', 'Знание SQL и опыт работы с РСУБД', 'Понимание теории построения хранилищ данных', 'Владение Python или Java, основы ООП, алгоритмов и структур данных']",Junior,2025-06-12T12:00:03+00:00_108,"BI-аналитик, аналитик данных"
"**Senior NLP Engineer**  

**Компания:** AI Lab  
**Зарплата:** от 400 000 ₽ (на руки)  
**Тип занятости:** #Удаленка #Офис #Гибрид  
**Локация:** #Москва #Краснодар #Иннополис  
**Позиция:** #Senior  

Компания рассматривает кандидатов только из России.  

**Обязанности**  
— Имплементирование и обучение SOTA NLP модели, как для русского языка, так и мультиязычные  
— Разработка system design решения  
— Управление полным циклом разработки: взаимодействие с аналитиками, data-инженерами, MLOps и DevOps-специалистами  
— Решение задач полнотекстового анализа: кластеризация, классификация, моделирование тематики, выделение именованных сущностей, суммирование, идентификация трендов, анализ тональности, речевая аналитика  
— Разработка единой системы чат-ботов для компании  

**Требования**  
— Опыт работы в NLP от 4 лет  
— Опыт обучения языковых моделей в одной из областей: Visual Question Answering, Sentiment Analysis, Text Summarization, Machine Translation, Chatbots & Virtual Assistants, Image Captioning, Multimodal Models  
— Управление полным циклом разработки  
— Работа с инструментами MLOps  

**Что компания предлагает**  
— Гибкий формат работы (офис/удаленка/гибрид)  
— Высокий уровень дохода  
— Работа с передовыми NLP-технологиями  

**Контакт для связи:** @fr_rec  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/142  

**Стек технологий:** #Pytorch #Docker #DVC #ClearML",2025-06-12T09:00:14+00:00,Senior NLP Engineer,AI Lab,"['Москва', 'Краснодар', 'Иннополис']",Россия,от 4 лет,"['Удаленка', 'Офис', 'Гибрид']",,400000.0,,₽,"['Pytorch', 'Docker', 'DVC', 'ClearML']","['Имплементирование и обучение SOTA NLP модели, как для русского языка, так и мультиязычные', 'Разработка system design решения', 'Управление полным циклом разработки: взаимодействие с аналитиками, data-инженерами, MLOps и DevOps-специалистами', 'Решение задач полнотекстового анализа: кластеризация, классификация, моделирование тематики, выделение именованных сущностей, суммирование, идентификация трендов, анализ тональности, речевая аналитика', 'Разработка единой системы чат-ботов для компании']","['Опыт работы в NLP от 4 лет', 'Опыт обучения языковых моделей в одной из областей: Visual Question Answering, Sentiment Analysis, Text Summarization, Machine Translation, Chatbots & Virtual Assistants, Image Captioning, Multimodal Models', 'Управление полным циклом разработки', 'Работа с инструментами MLOps']",Senior,2025-06-12T09:00:14+00:00_109,"Программист, разработчик"
"**CV-инженер (Python, Jetson, высокоскоростные камеры)**  

**Компания:** Не указана  
**Зарплата:** по договоренности  
**Тип занятости:** #Гибрид  
**Локация:** Не указана  
**Позиция:** Не указана  

Разработка и интеграция системы компьютерного зрения на базе NVIDIA Jetson и высокоскоростных камер.  

**Обязанности**  
— Разработка и интеграция системы компьютерного зрения на базе NVIDIA Jetson и высокоскоростных камер (≥750 fps).  
— Программирование и оптимизация кода (Python, OpenCV, YOLO, TensorRT).  
— Обеспечение точности измерений до 1 мс.  
— Запись данных на NVMe SSD.  

**Требования**  
— Опыт работы с платформой Jetson и OpenCV.  
— Навыки работы с промышленными камерами (например, Basler).  
— Знание Python и опыт с нейросетями (YOLO), понимание CUDA и TensorRT.  

**Что компания предлагает**  
— Проектная работа.  
— Гибридный формат (удалённо + полигон).  
— Гибкость по подбору оборудования и технологий.  

**Контакт для связи:** @NikaFromSL  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/141  

**Стек технологий:** #Python #Jetson #OpenCV #YOLO #TensorRT #CUDA #Basler",2025-06-12T06:00:04+00:00,"CV-инженер (Python, Jetson, высокоскоростные камеры)",,,,,Гибрид,,,,,"['Python', 'OpenCV', 'YOLO', 'TensorRT', 'CUDA', 'Basler']","['Разработка и интеграция системы компьютерного зрения на базе NVIDIA Jetson и высокоскоростных камер (≥750 fps).', 'Программирование и оптимизация кода (Python, OpenCV, YOLO, TensorRT).', 'Обеспечение точности измерений до 1 мс.', 'Запись данных на NVMe SSD.']","['Опыт работы с платформой Jetson и OpenCV.', 'Навыки работы с промышленными камерами (например, Basler).', 'Знание Python и опыт с нейросетями (YOLO), понимание CUDA и TensorRT.']",,2025-06-12T06:00:04+00:00_110,"Программист, разработчик"
"**ML-инженер**  

**Компания:** Bidzaar  
**Зарплата:** 250-500 тыс. руб.  
**Тип занятости:** #Удаленка  
**Локация:** #РФ  
**Позиция:** #Middle #Senior  

Bidzaar – закупочная площадка №1 в России (В2В SaaS).  

**Обязанности**  
— Подготовка, анализ и интерпретация данных для создания аналитических выводов и прогнозирования трендов  
— Применение методов машинного обучения и инструментов NLP для решения сложных задач, включая генеративный ИИ  
— Сбор, очистка и подготовка крупных наборов данных для обучения ИИ и NLP-моделей  
— Разработка решений для автоматизации задач, связанных со сбором, хранением и преобразованием данных  
— Улучшение качества моделей в различных сценариях использования  
— Оптимизация работы моделей с использованием современных методов ускорения и архитектур  
— Управление требованиями для проектов с машинным обучением  
— Изучение научных статей, генерация гипотез, проведение экспериментов  
— Создание воспроизводимых пайплайнов обработки данных  

**Требования**  
— Глубокое понимание современных алгоритмов ML и больших языковых моделей  
— Отличное знание Python и опыт работы с PyTorch, Transformers, LangChain, LoRa/QLoRa, TensorFlow, Scikit-learn  
— Умение декомпозировать задачи на переиспользуемые компоненты  
— Аналитическое мышление, выявление аномалий и трендов в данных  
— Теоретическая база в математике, алгоритмах, статистике  
— Опыт работы с SQL/NoSQL, большими данными, Linux, Git, Docker  
— Самостоятельное изучение научных статей на английском  

**Что компания предлагает**  
— Трудоустройство по ТК РФ с первого дня  
— Белую зарплату (250-500 тыс. руб.)  
— Удаленный формат работы (09:00-18:00 или 10:00-19:00)  
— Льготы для сотрудников аккредитованных ИТ-компаний  
— Онбординг с наставником  
— Компенсация 70% расходов на образование (после испытательного срока)  
— Позитивный и поддерживающий коллектив  

**Контакт для связи:** @katyafed91 (HR Екатерина)  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/140  

**Стек технологий:** #Python #PyTorch #TensorFlow #SQL #NoSQL #Linux #Docker #NLP #ML",2025-06-11T12:00:10+00:00,ML-инженер,Bidzaar,,РФ,,Удаленка,09:00-18:00 или 10:00-19:00,250000.0,500000.0,руб.,"['Python', 'PyTorch', 'Transformers', 'LangChain', 'LoRa/QLoRa', 'TensorFlow', 'Scikit-learn', 'SQL', 'NoSQL', 'Linux', 'Git', 'Docker', 'NLP', 'ML']","['Подготовка, анализ и интерпретация данных для создания аналитических выводов и прогнозирования трендов', 'Применение методов машинного обучения и инструментов NLP для решения сложных задач, включая генеративный ИИ', 'Сбор, очистка и подготовка крупных наборов данных для обучения ИИ и NLP-моделей', 'Разработка решений для автоматизации задач, связанных со сбором, хранением и преобразованием данных', 'Улучшение качества моделей в различных сценариях использования', 'Оптимизация работы моделей с использованием современных методов ускорения и архитектур', 'Управление требованиями для проектов с машинным обучением', 'Изучение научных статей, генерация гипотез, проведение экспериментов', 'Создание воспроизводимых пайплайнов обработки данных']","['Глубокое понимание современных алгоритмов ML и больших языковых моделей', 'Отличное знание Python и опыт работы с PyTorch, Transformers, LangChain, LoRa/QLoRa, TensorFlow, Scikit-learn', 'Умение декомпозировать задачи на переиспользуемые компоненты', 'Аналитическое мышление, выявление аномалий и трендов в данных', 'Теоретическая база в математике, алгоритмах, статистике', 'Опыт работы с SQL/NoSQL, большими данными, Linux, Git, Docker', 'Самостоятельное изучение научных статей на английском']","Middle, Senior",2025-06-11T12:00:10+00:00_111,Другая IT вакансия
"**Python ML Engineer (LLM / Image Generation)**  

**Компания:** Product IT Company  
**Зарплата:** From $6000 gross  
**Тип занятости:** #Удаленка #FullTime  
**Локация:** #Remote  
**Позиция:** #Middle #Senior  

We're a product-driven IT company with 10+ years on the market. Now we’re building a new product and looking for a Python ML Engineer with experience in LLMs and image generation to join us full-time.  

**Обязанности**  
— LLM-based chatbot development  
— Image generation solution  
— Smart translator project  

**Требования**  
— 3+ years of Python development  
— Experience with REST API, Pandas, Numpy  
— At least 1 year of hands-on ML project experience  
— NLP and CNN experience (incl. model deployment)  
— TensorFlow / Keras / Hugging Face  
— SQL databases, Git, HTTP(s), JSON  
— Nice to have: PyTorch, LangChain, Docker, JavaScript  

**Что компания предлагает**  
— Fully remote work, no bureaucracy  
— Salary from $6000 gross  
— 2 weeks of paid vacation + sick days  
— Paid national Slavic holidays  
— Company-covered professional courses  
— Working hours: Sunday–Thursday, 10:00–19:00 (Israel time)  
— B2B contract  

**Контакт для связи:**  
📬 anna.savasteev-recruiter@crossager.com  
📲 Telegram: @Annahowareyou (for the details)  

**⚠️ Для удобства указывайте ссылку на вакансию**  
Ссылка: https://t.me/it_match_ml_ds/139  

**Стек технологий:** #Python #ML #LLM #ImageGeneration #AI #RESTAPI #Pandas #Numpy #NLP #CNN #TensorFlow #Keras #HuggingFace #SQL #Git #HTTP #JSON #PyTorch #LangChain #Docker #JavaScript",2025-06-10T14:00:07+00:00,Python ML Engineer (LLM / Image Generation),Product IT Company,,,,FullTime,"Sunday–Thursday, 10:00–19:00 (Israel time)",6000.0,,$,"['Python', 'ML', 'LLM', 'Image Generation', 'AI', 'REST API', 'Pandas', 'Numpy', 'NLP', 'CNN', 'TensorFlow', 'Keras', 'Hugging Face', 'SQL', 'Git', 'HTTP(s)', 'JSON', 'PyTorch', 'LangChain', 'Docker', 'JavaScript']","['LLM-based chatbot development', 'Image generation solution', 'Smart translator project']","['3+ years of Python development', 'Experience with REST API, Pandas, Numpy', 'At least 1 year of hands-on ML project experience', 'NLP and CNN experience (incl. model deployment)', 'TensorFlow / Keras / Hugging Face', 'SQL databases, Git, HTTP(s), JSON', 'Nice to have: PyTorch, LangChain, Docker, JavaScript']",Middle/Senior,2025-06-10T14:00:07+00:00_112,"Программист, разработчик"
